Informe de términos de búsqueda
12 de junio de 2026 - 6 de agosto de 2026
Término de búsqueda,Tipo de concordancia,Añadido/excluido,Grupo de anuncios,Palabra clave,Clics,Impr.,Conversiones,Código de moneda,Coste/conv.,CTR,CPC medio,Coste,% de impr. (parte sup. abs.),% de impr. (parte sup.)
renta car,Concordancia amplia,Ninguno,Neiva unica Airport,alquiler de carros en neiva,2,10,"0,00",COP,"0,00","20,00%","1083,46","2166,92","66,67%","100,00%"
alquiler de carros por día en barranquilla,Concordancia de frase,Ninguno,Barranquilla,alquiler de carros en barranquilla,1,1,"0,00",COP,"0,00","100,00%","539,00","539,00","0,00%","100,00%"
only car manizales,Concordancia amplia,Ninguno,Manizales,alquiler de carros manizales,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
donde puedo alquilar un carro,Concordancia amplia,Ninguno,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de autos en santa marta colombia,Concordancia exacta (ligera variación),Ninguno,Santa marta,alquiler de carros santa marta,1,2,"0,00",COP,"0,00","50,00%","659,00","659,00","0,00%","50,00%"
carro para 6 personas renta,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,1,1,"0,00",COP,"0,00","100,00%","282,00","282,00","0,00%","100,00%"
alquiler carro por dias,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de camionetas en cartagena colombia,Concordancia de frase (ligera variación),Ninguno,Cartagena unica Airport,alquiler de carros en cartagena,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler de carros en bogotá,Concordancia exacta (ligera variación),Añadido,Bogota,alquiler de carros bogota,25,74,"1,50",COP,"14853,95","33,78%","891,24","22280,93","16,18%","72,06%"
renta de vehiculos en bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,1,5,"0,00",COP,"0,00","20,00%","840,00","840,00","0,00%","80,00%"
cuanto cuesta rentar un carro en cartagena,Concordancia exacta (ligera variación),Ninguno,Cartagena unica Airport,alquiler de carros en cartagena,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
renta de carros pereira,Concordancia exacta (ligera variación),Ninguno,Pereira unica Airport,alquiler de carros en pereira,6,17,"0,00",COP,"0,00","35,29%","668,01","4008,03","13,33%","100,00%"
carro cucuta,Concordancia amplia,Ninguno,Cucuta unica Airport,alquiler de carros en cucuta,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
rentar carro,Concordancia amplia,Ninguno,Valledupar unica Airport,alquiler de carros en valledupar,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
rentacar armenia,Concordancia exacta (ligera variación),Ninguno,Armenia unica Airport,alquiler de carros en armenia,5,22,"0,00",COP,"0,00","22,73%","502,00","2510,00","31,58%","94,74%"
alquiler coche barranquilla,Concordancia exacta (ligera variación),Ninguno,Barranquilla,alquiler de carros en barranquilla,0,3,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","66,67%"
renta autos bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,renta de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
alquiler de vehículos medellín,Concordancia exacta (ligera variación),Ninguno,Medellin,alquiler de carros medellin,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
neiva car,Concordancia amplia,Ninguno,Neiva unica Airport,alquiler de carros en neiva,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler carro en bogota colombia,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
que cuesta alquilar un carro,Concordancia amplia,Ninguno,Neiva unica Airport,alquiler de carros en neiva,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carros bogotá aeropuerto,Concordancia de frase,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
confort rent,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
rentacar bogotá,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
arriendo de autos bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
rencart,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alkilautos,Concordancia amplia,Excluido,Bogota,alquiler de carros bogota,1,3,"0,00",COP,"0,00","33,33%","1166,00","1166,00","0,00%","66,67%"
rent a car falabella,Concordancia amplia,Ninguno,Manizales,alquiler de carros manizales,1,1,"0,00",COP,"0,00","100,00%","492,00","492,00","0,00%","100,00%"
car rental bucaramanga,Concordancia exacta (ligera variación),Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquilar mazda 3,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,1,1,"0,00",COP,"0,00","100,00%","408,00","408,00","100,00%","100,00%"
renta rapida,Concordancia amplia,Excluido,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler carro,Concordancia amplia,Ninguno,Ibague,alquiler de carros ibague,0,3,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","66,67%"
renta de vehiculos en pereira,Concordancia exacta (ligera variación),Ninguno,Pereira unica Airport,alquiler de carros en pereira,2,2,"0,00",COP,"0,00","100,00%","791,00","1582,00","50,00%","100,00%"
rent a car,Concordancia amplia,Ninguno,Santa marta,alquiler de carros santa marta,4,5,"0,00",COP,"0,00","80,00%","1015,00","4060,00","75,00%","100,00%"
alquiler de camionetas en bogotá sin conductor,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,4,9,"0,00",COP,"0,00","44,44%","701,75","2807,00","12,50%","75,00%"
donde puedo rentar un carro,Concordancia amplia,Ninguno,Barranquilla,alquiler de carros en barranquilla,1,2,"0,00",COP,"0,00","50,00%","442,00","442,00","100,00%","100,00%"
alquiler de automoviles en barranquilla,Concordancia exacta (ligera variación),Ninguno,Barranquilla,alquiler de carros en barranquilla,1,1,"0,00",COP,"0,00","100,00%","449,00","449,00","100,00%","100,00%"
alquiler de carros en montería,Concordancia exacta (ligera variación),Ninguno,Monteria,alquiler de carros en monteria,3,12,"0,00",COP,"0,00","25,00%","427,33","1282,00","25,00%","66,67%"
vehiculo en alquiler,Concordancia amplia,Ninguno,Barranquilla,alquiler de carros en barranquilla,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de vehiculos en bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,3,27,"0,00",COP,"0,00","11,11%","788,00","2364,00","3,85%","80,77%"
rendacar,Concordancia amplia,Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
google rent a car,Concordancia amplia,Ninguno,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
renta carros bogota aeropuerto,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
exito renta carros,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquilar carro,Concordancia amplia,Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,0,3,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","66,67%"
rentar carro en santa marta colombia,Concordancia exacta (ligera variación),Ninguno,Santa marta,alquiler de carros santa marta,0,3,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","33,33%"
renta de carros aeropuerto el dorado,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
car rental,Concordancia amplia,Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,1,3,"0,00",COP,"0,00","33,33%","315,00","315,00","0,00%","66,67%"
alquiler coche,Concordancia amplia,Ninguno,Barranquilla,alquiler de carros en barranquilla,1,3,"0,00",COP,"0,00","33,33%","924,00","924,00","0,00%","100,00%"
alquilautos,Concordancia amplia,Excluido,Cali,alquiler de carros en cali,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
lugares para rentar carro,Concordancia amplia,Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
rentar un carro en barranquilla,Concordancia exacta (ligera variación),Ninguno,Barranquilla,alquiler de carros en barranquilla,2,6,"0,00",COP,"0,00","33,33%","1916,00","3832,00","16,67%","100,00%"
alquiler auto cartagena,Concordancia de frase (ligera variación),Ninguno,Cartagena unica Airport,alquiler de carros en cartagena,1,1,"0,00",COP,"0,00","100,00%","310,00","310,00","0,00%","100,00%"
alquiler carros electricos bogota,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
cotizar alquiler de auto,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler carros en villavicencio,Concordancia exacta (ligera variación),Ninguno,Villavicencio,alquiler de carros en villavicencio,1,8,"0,00",COP,"0,00","12,50%","799,00","799,00","50,00%","100,00%"
alquiler de coche,Concordancia amplia,Ninguno,Ibague,alquiler de carros ibague,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de vehiculos en monteria cordoba colombia,Concordancia exacta (ligera variación),Ninguno,Monteria,alquiler de carros en monteria,5,11,"1,00",COP,"3368,00","45,45%","673,60","3368,00","22,22%","100,00%"
ren car,Concordancia amplia,Ninguno,Medellin,alquiler de carros medellin,1,2,"0,00",COP,"0,00","50,00%","548,00","548,00","0,00%","100,00%"
alquiler de carros,Concordancia amplia,Ninguno,Cali,alquiler de carros en cali,1,11,"0,00",COP,"0,00","9,09%","598,00","598,00","0,00%","100,00%"
alquiler de carros,Concordancia amplia,Ninguno,Neiva unica Airport,alquiler de carros en neiva,3,6,"0,00",COP,"0,00","50,00%","290,67","872,00","50,00%","83,33%"
alquiler carros,Concordancia amplia,Ninguno,Neiva unica Airport,alquiler de carros en neiva,1,4,"0,00",COP,"0,00","25,00%","1087,00","1087,00","66,67%","100,00%"
alquiler de carros rodadero santa marta,Concordancia de frase,Ninguno,Santa marta,alquiler de carros santa marta,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","50,00%"
alquiler automovil bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
costo alquiler carro bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
como alquilar un carro,Concordancia amplia,Ninguno,Villavicencio,alquiler de carros en villavicencio,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
hopper renta de autos,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
renta car del eje,Concordancia amplia,Ninguno,Pereira unica Airport,alquiler de carros en pereira,0,7,"0,00",COP,"0,00","0,00%",0,"0,00","85,71%","85,71%"
renta de carros en santa marta,Concordancia exacta (ligera variación),Ninguno,Santa marta,alquiler de carros santa marta,6,36,"0,00",COP,"0,00","16,67%","659,17","3955,00","13,33%","76,67%"
alquiler de carro en valledupar,Concordancia exacta (ligera variación),Ninguno,Valledupar unica Airport,alquiler de carros en valledupar,13,27,"0,00",COP,"0,00","48,15%","534,40","6947,21","54,17%","100,00%"
alquilar carros,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,2,18,"0,00",COP,"0,00","11,11%","578,50","1157,00","0,00%","76,47%"
alquiler de carro por un dia,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","50,00%"
full rent a car,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","50,00%","100,00%"
alquiler de carros bogotá precio,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,1,5,"0,00",COP,"0,00","20,00%","760,97","760,97","20,00%","100,00%"
cuanto cuesta un alquiler de carro en colombia,Concordancia amplia,Ninguno,Cucuta unica Airport,alquiler de carros en cucuta,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carros en aeropuerto de bogota,Concordancia de frase,Ninguno,Bogota,alquiler de carros bogota,2,2,"1,00",COP,"2383,00","100,00%","1191,50","2383,00","0,00%","100,00%"
renatcar,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
cuanto vale alquilar un carro en colombia,Concordancia amplia,Ninguno,Villavicencio,alquiler de carros en villavicencio,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler coche cali,Concordancia exacta (ligera variación),Ninguno,Cali,alquiler de carros en cali,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquilar auto bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,3,5,"0,00",COP,"0,00","60,00%","695,62","2086,86","0,00%","80,00%"
car alquiler de coches,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
alquiler vehiculos medellin,Concordancia exacta (ligera variación),Ninguno,Medellin,alquiler de carros medellin,2,40,"0,00",COP,"0,00","5,00%","1801,00","3602,00","2,78%","47,22%"
alquiler de autos en bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,alquiler de carros bogota,5,21,"2,00",COP,"1897,12","23,81%","758,85","3794,23","16,67%","77,78%"
renta carro,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,4,26,"2,00",COP,"2351,00","15,38%","1175,50","4702,00","4,17%","75,00%"
alquiler de camionetas en bogota,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carros baratos en villavicencio,Concordancia exacta (ligera variación),Ninguno,Villavicencio,alquiler de carros en villavicencio,2,2,"0,00",COP,"0,00","100,00%","104,00","208,00","100,00%","100,00%"
renta de carros medellín económicos,Concordancia de frase (ligera variación),Ninguno,Medellin,alquiler carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carros en medellin,Concordancia exacta,Añadido,Medellin,alquiler de carros en medellin,57,377,"0,00",COP,"0,00","15,12%","825,09","47029,89","6,72%","55,18%"
alquiler de vehiculo por dia,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquilatucarro,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,17,23,"3,00",COP,"3296,89","73,91%","581,80","9890,66","90,48%","100,00%"
alquiler autos villavicencio,Concordancia exacta (ligera variación),Ninguno,Villavicencio,alquiler de carros en villavicencio,2,6,"0,00",COP,"0,00","33,33%","897,00","1794,00","0,00%","100,00%"
alquiler carro colombia,Concordancia amplia,Ninguno,Pereira unica Airport,alquiler de carros en pereira,1,1,"0,00",COP,"0,00","100,00%","521,00","521,00","100,00%","100,00%"
renta car medellín,Concordancia exacta (ligera variación),Ninguno,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carros bucaramanga,Concordancia de frase (ligera variación),Ninguno,Bucaramanga unica Airport,alquiler de carros en bucaramanga,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
alquiler carros medellín,Concordancia exacta (ligera variación),Ninguno,Medellin,alquiler carros medellin,1,5,"0,00",COP,"0,00","20,00%","1243,00","1243,00","0,00%","40,00%"
alquiler de carros en cartagena colombia,Concordancia de frase,Ninguno,Cartagena unica Airport,alquiler de carros en cartagena,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","50,00%"
alquiler de autos economicos en bogota,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,1,2,"0,00",COP,"0,00","50,00%","703,00","703,00","0,00%","100,00%"
carros rentados medellin,Concordancia exacta (ligera variación),Ninguno,Medellin,alquiler carros medellin,1,1,"0,00",COP,"0,00","100,00%","1581,00","1581,00","100,00%","100,00%"
necesito rentar un carro,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,3,"0,00",COP,"0,00","0,00%",0,"0,00","50,00%","100,00%"
alquiler de carros baratos bogota,Concordancia de frase,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquiler carros en armenia,Concordancia exacta (ligera variación),Ninguno,Armenia unica Airport,alquiler de carros en armenia,1,9,"0,00",COP,"0,00","11,11%","1413,00","1413,00","11,11%","88,89%"
américa car rental,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","50,00%","50,00%"
alquileres de carros,Concordancia amplia,Ninguno,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
alquilar coche,Concordancia amplia,Ninguno,Medellin,alquiler de carros medellin,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
renta camionetas bogota,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
euro car rental bogota,Concordancia de frase (ligera variación),Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
alquiler de carro para viajar,Concordancia amplia,Ninguno,Ibague,alquiler de carros ibague,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
car rental barranquilla airport,Concordancia amplia,Ninguno,Barranquilla,alquiler de carros en barranquilla,2,2,"0,00",COP,"0,00","100,00%","4093,00","8186,00","0,00%","100,00%"
renta car,Concordancia amplia,Ninguno,Armenia unica Airport,alquiler de carros en armenia,1,2,"0,00",COP,"0,00","50,00%","164,00","164,00","50,00%","100,00%"
alquiler de un carro,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,1,5,"0,00",COP,"0,00","20,00%","894,00","894,00","33,33%","100,00%"
renta car,Concordancia amplia,Ninguno,Valledupar unica Airport,alquiler de carros en valledupar,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
alquiler de carro en el aeropuerto,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
rentadora de carros en bogota,Concordancia exacta (ligera variación),Ninguno,Bogota,renta de carros bogota,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","0,00%"
great option rent,Concordancia amplia,Ninguno,Bogota,alquiler de carros bogota,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
renta de auto cerca de mi,Concordancia amplia,Ninguno,Monteria,alquiler de carros en monteria,0,2,"0,00",COP,"0,00","0,00%",0,"0,00","100,00%","100,00%"
alquiler carro,Concordancia amplia,Ninguno,Cucuta unica Airport,alquiler de carros en cucuta,0,1,"0,00",COP,"0,00","0,00%",0,"0,00","0,00%","100,00%"
